player_id,team_id,league_id,position,role,fielding_ratings_infield_range,fielding_ratings_infield_arm,fielding_ratings_turn_doubleplay,fielding_ratings_outfield_range,fielding_ratings_outfield_arm,fielding_ratings_catcher_arm,fielding_ratings_catcher_ability,fielding_ratings_infield_error,fielding_ratings_outfield_error,fielding_experience0,fielding_experience1,fielding_experience2,fielding_experience3,fielding_experience4,fielding_experience5,fielding_experience6,fielding_experience7,fielding_experience8,fielding_experience9,fielding_rating_pos1,fielding_rating_pos2,fielding_rating_pos3,fielding_rating_pos4,fielding_rating_pos5,fielding_rating_pos6,fielding_rating_pos7,fielding_rating_pos8,fielding_rating_pos9
5984,0,0,2,0,1,48,11,1,50,130,115,19,42,0,0,88,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0
5985,0,0,3,0,1,34,17,1,26,6,1,76,22,0,0,0,200,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0
5986,0,0,4,0,77,44,132,44,14,4,1,88,92,0,0,0,0,163,0,0,0,0,0,0,0,0,59,0,0,0,0,0
5987,0,0,5,0,43,138,19,1,116,7,1,24,70,0,0,0,0,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0
5988,0,0,6,0,90,196,122,1,176,1,1,119,93,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,20,0,0,0
5989,0,0,7,0,9,99,9,61,125,4,1,34,145,0,0,0,0,0,0,0,45,0,42,0,0,0,0,0,0,17,0,14
5990,0,0,4,0,130,51,135,66,70,2,1,127,105,0,0,0,200,200,0,0,0,27,104,0,0,177,132,0,0,0,0,21
5991,0,0,9,0,13,135,7,84,182,2,1,15,80,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,105
5992,0,0,5,0,65,174,60,1,146,1,1,80,75,0,0,0,0,57,101,0,0,0,0,0,0,0,12,48,0,0,0,0
5993,0,0,4,0,50,108,136,18,63,1,1,167,82,0,0,0,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0
5994,0,0,9,0,23,165,85,80,182,3,1,35,139,0,0,0,0,0,0,0,0,191,200,0,0,0,0,0,0,0,0,111
5995,0,0,3,0,22,43,65,22,47,8,1,59,79,0,0,0,54,0,0,0,140,0,0,0,0,15,0,0,0,0,0,0
5996,178,105,3,0,17,65,17,1,30,2,1,41,15,0,140,0,13,0,0,0,0,0,0,39,0,3,0,0,0,0,0,0
5997,0,0,9,0,54,86,8,156,112,3,1,44,135,0,0,0,0,0,0,0,0,156,55,0,0,0,0,0,0,0,103,43
5998,335,108,3,0,40,74,21,25,57,65,60,70,19,0,0,0,22,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
5999,329,108,1,11,4,86,10,1,15,3,1,15,33,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6000,261,107,6,0,126,121,125,102,128,1,1,170,87,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,47,0,0,0
6001,0,0,3,0,29,121,46,31,11,7,1,22,26,0,185,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0
6002,0,0,1,12,10,79,9,8,63,4,1,46,46,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
6003,153,105,1,12,31,89,7,67,113,3,2,30,18,0,200,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
6004,0,0,1,12,7,97,11,59,16,7,1,2,57,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6005,0,0,4,0,104,16,110,1,1,7,1,98,104,0,0,0,0,54,0,0,0,0,0,0,0,0,24,0,0,0,0,0
6006,0,0,1,13,13,65,6,1,15,9,1,28,14,0,200,0,60,0,0,0,0,0,0,39,0,11,0,0,0,0,0,0
6007,0,0,1,11,39,98,8,63,19,9,1,47,54,0,200,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0
6008,0,0,2,0,1,56,13,1,45,104,150,32,31,0,0,91,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0
6009,0,0,2,0,1,54,11,1,46,128,122,46,67,0,0,200,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0
6010,0,0,3,0,1,51,50,1,12,9,1,42,17,0,0,0,200,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
6011,0,0,3,0,98,75,124,62,36,1,1,99,69,0,0,0,161,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0
6012,0,0,1,12,46,124,15,50,48,4,2,61,18,0,200,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0
6013,0,0,4,0,127,138,123,28,111,3,1,105,38,0,0,0,0,65,0,99,0,0,0,0,0,0,40,0,45,0,0,0
6014,258,107,4,0,124,48,80,58,17,1,1,91,69,0,0,0,0,56,0,0,0,0,0,0,0,0,27,0,0,0,0,0
6015,0,0,7,0,28,55,33,101,81,7,1,50,182,0,0,0,0,0,0,0,64,38,8,0,0,0,0,0,0,38,8,4
6016,0,0,9,0,1,57,1,41,172,9,1,12,167,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,71
6017,0,0,3,0,1,44,16,1,37,8,1,25,45,0,0,0,176,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
6018,0,0,1,12,33,99,14,1,16,7,1,77,39,0,200,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
6019,270,107,1,11,18,122,7,5,78,6,1,45,29,0,200,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
6020,0,0,4,0,100,70,128,45,28,9,1,90,52,0,0,0,198,154,0,0,0,0,0,0,0,146,72,0,0,0,0,0
6021,0,0,1,12,49,97,14,38,35,4,1,50,17,0,200,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0
6022,0,0,3,0,17,115,56,59,37,4,2,51,14,0,164,0,17,0,0,0,0,0,0,65,0,6,0,0,0,0,0,0
6023,277,107,9,0,56,57,50,89,90,1,1,56,87,0,0,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,8
6024,325,108,1,11,1,101,7,34,9,8,1,20,32,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6025,0,0,1,11,1,148,11,1,35,4,1,50,11,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6026,0,0,1,11,36,116,34,10,96,3,1,19,12,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
6027,0,0,1,12,8,120,26,47,78,1,1,41,61,0,200,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
6028,0,0,7,0,1,52,1,115,97,1,1,1,46,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,58,0,0
6029,336,108,1,12,8,88,46,17,12,2,1,32,28,0,200,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
6030,0,0,1,12,26,84,6,12,1,7,1,30,24,0,200,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0
6031,0,0,1,11,22,125,25,45,75,3,1,41,23,0,200,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
6032,261,107,4,0,121,132,117,11,116,2,1,136,86,0,0,0,0,99,0,2,0,0,0,0,0,0,63,0,1,0,0,0
6033,0,0,2,0,1,31,17,1,28,65,99,118,124,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6034,0,0,2,0,1,29,11,11,43,120,94,63,70,0,0,61,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
6035,0,0,3,0,46,19,75,6,53,3,1,50,4,0,0,0,200,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
6036,0,0,1,11,15,92,17,61,38,4,1,54,10,0,200,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
6037,0,0,5,0,92,176,57,64,162,1,1,70,101,0,0,0,0,0,71,0,20,0,0,0,0,0,0,38,0,8,0,0
6038,0,0,4,0,132,100,182,30,47,8,1,134,99,0,0,0,0,200,92,188,0,0,0,0,0,0,157,51,113,0,0,0
6039,0,0,7,0,1,39,13,39,82,7,1,11,107,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,35,0,0
6040,0,0,8,0,38,21,62,110,115,1,1,41,187,0,0,0,0,0,0,0,0,200,63,0,0,0,0,0,0,0,60,37
6041,0,0,7,0,14,71,9,74,106,7,5,27,95,0,0,0,0,0,0,0,171,0,124,0,0,0,0,0,0,68,0,39
6042,0,0,5,0,96,169,169,1,142,1,1,71,81,0,0,0,0,0,200,177,0,0,0,0,0,0,0,118,58,0,0,0
6043,0,0,1,11,4,118,11,1,97,1,1,20,1,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6044,327,108,1,13,21,123,14,6,40,1,1,25,25,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
6045,0,0,2,0,1,27,10,1,40,95,140,25,63,0,0,200,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0
6046,0,0,1,12,28,66,12,2,16,9,1,10,41,0,200,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
6047,0,0,1,11,1,167,19,1,49,1,1,57,19,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6048,0,0,1,12,10,117,12,1,13,4,1,40,14,0,200,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0
6049,327,108,1,11,18,96,9,13,10,7,1,36,12,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
6050,0,0,3,0,41,90,6,13,34,6,6,24,51,0,159,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
6051,277,107,2,0,94,68,8,12,56,76,125,53,15,0,0,32,0,8,0,32,0,0,0,0,0,0,0,0,0,0,0,0
6052,0,0,5,0,124,133,26,51,143,2,1,89,120,0,0,0,0,0,77,0,0,0,0,0,0,0,0,36,0,0,0,0
6053,0,0,1,12,1,57,3,21,19,3,1,24,11,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6054,0,0,3,0,17,116,1,54,32,4,1,25,40,0,153,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
6055,277,107,1,12,1,50,10,1,25,3,1,14,86,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6056,0,0,1,12,28,92,7,27,56,9,1,41,33,0,200,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
6057,0,0,1,11,1,119,15,12,122,9,1,79,37,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6058,261,107,2,0,1,59,8,1,56,90,99,19,18,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,0,0,2,0,35,10,15,1,14,56,134,12,80,0,0,136,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
6060,0,0,4,0,43,64,134,1,22,1,1,99,105,0,0,0,0,162,0,29,0,0,0,0,0,0,40,0,0,0,0,0
6061,0,0,3,0,30,31,16,37,35,1,1,80,12,0,0,0,67,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
6062,0,0,5,0,47,163,115,8,111,6,1,146,64,0,0,0,0,0,200,0,0,0,0,0,0,0,0,104,0,0,0,0
6063,0,0,5,0,55,166,144,35,114,8,1,135,96,0,0,0,0,0,200,0,0,0,0,0,0,0,0,111,0,0,0,0
6064,261,107,1,12,1,88,1,15,39,1,1,12,25,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6065,0,0,8,0,109,57,133,126,165,4,1,103,160,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,87,0
6066,0,0,1,11,12,66,14,20,15,4,1,24,23,0,200,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
6067,0,0,3,0,63,17,19,1,11,2,1,130,21,0,0,0,90,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0
6068,0,0,4,0,118,153,166,1,129,9,1,143,154,0,0,0,0,108,28,59,0,0,0,0,0,0,78,20,32,0,0,0
6069,0,0,7,0,1,66,6,73,134,4,1,12,125,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,90,0,0
6070,0,0,4,0,52,37,102,9,8,7,1,98,72,0,0,0,0,200,0,0,0,0,0,0,0,0,43,0,0,0,0,0
6071,0,0,7,12,1,118,2,62,153,3,1,23,101,0,0,0,0,3,0,0,67,0,0,0,0,0,0,0,0,26,0,0
6072,0,0,3,12,1,93,6,29,42,7,1,21,3,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,176,105,8,0,66,101,48,116,141,3,1,14,72,0,0,0,0,0,0,0,0,76,124,0,0,0,0,0,0,0,21,73
6074,0,0,3,0,30,107,14,12,36,7,5,29,49,0,162,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
6075,144,104,9,0,76,93,7,98,161,3,1,76,162,0,0,0,0,0,0,0,0,34,132,0,0,0,0,0,0,0,7,81
6076,0,0,1,13,1,107,4,1,17,2,1,4,15,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6077,0,0,2,0,4,41,13,1,32,69,146,103,97,0,0,35,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
6078,0,0,5,0,55,149,25,7,135,18,4,63,121,0,0,0,0,0,28,0,0,0,0,0,0,0,0,9,0,0,0,0
6079,0,0,1,11,29,96,7,18,47,6,1,36,33,0,200,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
6080,0,0,9,0,3,114,7,68,143,1,1,25,179,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,15
6081,0,0,1,12,1,103,15,39,11,6,1,12,17,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6082,165,105,4,12,142,3,113,78,47,8,1,98,126,0,0,0,0,78,0,34,11,0,0,0,0,0,46,0,8,4,0,0
6083,169,105,6,0,175,138,147,90,130,2,1,149,126,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,122,0,0,0
6084,0,0,9,0,101,143,11,74,175,6,1,93,87,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,41
6085,0,0,3,0,13,12,17,14,11,1,1,44,43,0,0,0,56,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
6086,0,0,4,0,48,89,110,1,35,1,1,140,55,0,0,0,0,119,0,0,0,0,0,0,0,0,36,0,0,0,0,0
6087,1,100,5,0,68,197,51,19,134,1,1,109,52,0,0,0,200,0,200,0,0,0,0,0,0,131,0,119,0,0,0,0
6088,0,0,5,0,105,183,148,1,173,6,1,138,116,0,0,0,0,193,180,142,0,0,0,0,0,0,124,135,63,0,0,0
6089,161,105,2,0,4,182,17,1,167,173,117,22,37,0,0,57,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
6090,0,0,4,0,111,67,129,128,114,8,1,104,178,0,0,0,0,168,0,197,0,199,0,0,0,0,90,0,69,0,89,0
6091,0,0,7,0,19,51,11,84,111,8,1,22,148,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,101,0,0
6092,0,0,5,0,60,187,123,1,141,14,1,171,46,0,0,0,0,0,200,154,0,0,0,0,0,0,0,136,0,0,0,0
6093,0,0,3,0,6,22,7,1,33,8,1,77,20,0,0,0,172,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
6094,0,0,9,0,1,33,7,91,128,1,1,34,133,0,0,0,0,0,0,0,0,200,174,0,0,0,0,0,0,0,21,84
6095,0,0,7,0,90,15,6,122,81,4,1,72,124,0,0,0,0,0,0,0,200,163,76,0,0,0,0,0,0,135,57,40
6096,0,0,1,11,1,137,38,5,34,8,1,35,41,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6097,0,0,1,12,45,159,6,54,38,1,1,31,48,0,200,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0
6098,0,0,1,12,25,70,21,31,47,6,2,42,13,0,200,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
6099,340,108,1,11,31,97,14,40,7,2,1,38,35,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
6100,277,107,1,11,5,64,10,47,28,2,1,19,23,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6101,0,0,1,11,35,106,17,16,19,1,1,14,43,0,200,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
6102,0,0,1,12,10,150,97,1,10,1,1,21,22,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
6103,0,0,1,12,18,141,4,9,44,2,1,23,53,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
6104,0,0,5,0,97,117,32,1,128,3,1,139,82,0,0,0,0,0,82,0,0,0,0,0,0,0,0,35,0,0,0,0
6105,0,0,1,12,12,165,9,1,43,4,2,85,35,0,200,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0
6106,167,105,1,12,7,123,1,76,30,2,1,30,125,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6107,0,0,1,13,30,114,2,25,10,4,1,25,31,0,200,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
6108,0,0,3,0,40,74,12,1,30,66,38,48,18,0,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
6109,0,0,2,0,8,78,11,1,64,113,122,36,47,0,0,69,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
6110,0,0,9,0,35,147,31,86,129,3,1,112,82,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,33
6111,163,105,1,12,3,86,42,1,24,6,1,8,18,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6112,0,0,5,0,84,172,74,17,144,13,1,96,99,0,0,0,0,200,59,0,0,0,0,0,0,0,69,32,0,0,0,0
6113,0,0,3,0,13,129,97,29,144,2,1,23,69,0,0,0,171,0,198,96,0,148,0,0,0,32,0,0,0,0,0,0
6114,0,0,6,0,152,109,125,95,99,2,1,119,128,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,89,0,0,0
6115,0,0,7,0,1,18,16,105,122,3,1,37,153,0,0,0,0,0,0,0,200,180,139,0,0,0,0,0,0,129,42,77
6116,0,0,9,0,8,85,6,87,147,1,1,15,142,0,0,0,0,0,0,0,100,12,200,0,0,0,0,0,0,56,0,103
6117,0,0,1,12,1,58,1,1,33,2,1,24,37,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6118,0,0,5,0,121,199,52,68,181,3,1,130,92,0,0,0,114,0,200,0,0,0,0,0,0,89,0,154,0,0,0,0
6119,0,0,9,0,13,145,6,76,171,9,1,18,88,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,94
6120,0,0,6,0,133,146,169,121,142,3,1,200,134,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,92,0,0,0
6121,0,0,1,12,24,88,28,1,109,3,1,45,63,0,200,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
6122,163,105,1,12,5,93,50,7,61,3,1,26,71,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6123,0,0,1,11,1,78,19,1,18,1,1,28,9,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6124,341,108,2,0,1,85,13,1,96,111,75,36,66,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125,0,0,1,11,14,93,10,10,48,7,1,42,80,0,200,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
6126,0,0,3,0,44,113,1,68,14,6,1,31,41,0,190,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0
6127,0,0,1,12,22,94,14,41,48,2,2,15,13,0,200,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0
6128,118,103,4,0,93,70,201,1,12,4,1,131,66,0,0,0,0,200,0,0,0,0,0,0,0,0,127,0,0,0,0,0
6129,0,0,3,0,1,96,19,7,35,4,1,17,29,0,0,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6130,129,104,2,0,15,46,8,1,60,91,135,46,63,0,0,83,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
6131,0,0,1,12,1,95,6,1,38,8,1,22,18,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6132,287,107,1,11,11,110,7,28,58,2,1,31,30,0,200,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
6133,0,0,2,0,1,32,13,1,34,148,85,48,18,0,0,200,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0
6134,0,0,2,0,1,28,13,1,19,78,97,19,18,0,0,96,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
6135,172,105,1,11,31,108,9,13,68,1,1,44,15,0,200,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0
6136,0,0,4,0,83,81,118,8,37,3,1,87,49,0,0,0,0,163,26,0,0,0,0,0,0,0,61,6,0,0,0,0
6137,0,0,5,0,66,172,34,96,169,1,1,110,42,0,0,0,0,0,74,0,0,0,0,0,0,0,0,37,0,0,0,0
6138,0,0,6,0,180,195,151,86,135,1,1,181,150,0,0,0,0,0,182,200,0,0,0,0,0,0,0,191,180,0,0,0
6139,345,108,1,12,4,97,9,1,36,3,1,18,17,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6140,0,0,8,0,90,67,62,149,138,8,1,37,183,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,128,0
6141,0,0,3,0,11,97,25,57,118,3,1,33,116,0,0,0,96,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
6142,0,0,1,11,14,63,11,14,107,7,4,48,2,0,200,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
6143,0,0,3,0,62,36,15,59,33,4,1,29,19,0,0,0,178,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
6144,0,0,9,0,38,54,6,106,105,4,1,31,132,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,48
6145,0,0,3,0,1,33,12,1,84,3,1,41,83,0,0,0,74,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0
6146,0,0,1,11,46,91,2,38,20,1,4,50,28,0,200,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
6147,155,105,6,0,179,113,117,109,94,1,1,111,98,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,113,0,0,0
6148,165,105,1,11,10,59,11,5,33,6,1,9,50,0,200,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
6149,0,0,1,12,3,108,2,22,49,6,1,27,56,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6150,0,0,3,0,1,107,7,59,2,9,1,44,63,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6151,0,0,3,0,44,95,13,9,42,6,1,27,23,0,184,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
6152,109,103,1,12,1,134,55,15,22,6,1,13,11,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6153,173,105,4,0,121,147,137,91,133,7,1,136,104,0,0,0,0,164,0,0,0,0,0,0,0,0,111,0,0,0,0,0
6154,0,0,4,0,96,139,107,44,136,2,1,111,85,0,0,0,0,25,0,46,0,23,72,0,0,0,12,0,13,0,0,16
6155,0,0,1,12,1,150,6,1,13,4,1,25,15,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6156,0,0,1,12,6,103,6,1,26,2,1,13,14,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6157,163,105,4,0,151,184,201,100,149,9,1,175,163,0,0,0,0,77,0,108,0,0,0,0,0,0,77,0,89,0,0,0
6158,0,0,2,0,18,162,11,8,162,194,63,47,52,0,0,42,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6159,0,0,2,0,1,17,11,1,13,86,83,28,35,0,0,151,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0
6160,155,105,1,11,4,92,7,10,3,1,1,29,29,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6161,0,0,4,0,142,63,83,89,28,1,1,98,92,0,0,0,0,66,33,0,0,0,0,0,0,0,38,0,0,0,0,0
6162,0,0,5,0,39,190,58,11,154,6,1,63,75,0,0,0,0,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0
6163,0,0,6,0,151,124,187,56,111,6,1,110,137,0,0,0,0,159,0,200,0,0,0,0,0,0,134,0,135,0,0,0
6164,0,0,7,0,1,112,1,30,172,8,1,1,107,0,0,0,0,0,0,0,200,0,129,0,0,0,0,0,0,45,0,0
6165,0,0,8,0,128,60,118,154,148,9,1,98,137,0,0,0,0,61,0,105,178,200,0,0,0,0,35,0,43,169,131,0
6166,0,0,9,0,11,141,6,49,182,8,1,15,84,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,70
6167,0,0,4,0,81,62,114,1,24,3,1,122,82,0,0,0,0,138,0,0,0,0,0,0,0,0,57,0,0,0,0,0
6168,0,0,1,12,2,71,1,23,116,6,1,52,35,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6169,0,0,1,12,26,74,11,53,139,1,1,27,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6170,0,0,9,0,2,142,6,70,166,7,1,22,88,0,0,0,0,0,0,0,102,0,125,0,0,0,0,0,0,45,0,53
6171,0,0,1,11,1,99,12,1,16,8,1,28,17,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6172,0,0,1,11,37,122,12,50,59,8,1,70,29,0,200,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0
6173,0,0,1,11,12,54,11,9,58,7,1,41,39,0,200,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
6174,0,0,3,0,12,124,10,12,76,6,1,57,16,0,155,0,114,0,0,0,0,0,0,55,0,30,0,0,0,0,0,0
6175,287,107,1,12,45,55,6,92,37,8,1,26,63,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
6176,287,107,1,12,22,91,13,66,11,6,4,41,9,0,200,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
6177,0,0,1,13,50,116,9,48,34,1,2,28,19,0,200,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
6178,0,0,3,0,27,72,7,18,39,4,1,25,86,0,174,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
6179,0,0,1,12,2,101,18,58,30,8,1,61,20,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6180,260,107,3,0,26,102,24,25,85,86,69,52,17,0,0,0,70,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
6181,0,0,1,12,12,108,9,1,36,2,1,42,57,0,200,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0
6182,323,108,1,12,40,91,27,51,14,1,1,51,43,0,200,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
6183,27,100,2,0,1,66,12,4,85,150,129,14,27,0,0,200,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0
6184,0,0,2,0,6,21,14,10,32,134,88,16,19,0,0,142,166,0,0,0,0,0,0,0,79,11,0,0,0,0,0,0
6185,0,0,3,0,46,39,56,1,12,1,1,94,14,0,0,0,200,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0
6186,264,107,1,11,26,85,6,1,89,8,1,29,30,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
6187,0,0,5,0,143,166,124,56,157,6,1,133,108,0,0,0,0,0,145,6,0,0,0,0,0,0,0,111,4,0,0,0
