park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
113,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0075,0.9100,1.0600,1.0280,1.0100,1.0135,1.0800,0.8900,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,328,352,395,426,408,362,321,9,9,9,9,13,17,17,"Glens Falls North Grounds","default_grass.jpg","default_grass.jpg",0,11800,0,0,0,0,"","",1
114,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,0.9450,1.0450,1.1740,1.3900,0.8965,0.9350,0.8250,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,326,365,418,433,429,373,334,6,6,9,14,13,17,17,"Ballpark of Show Low","default_turf.jpg","default_turf.jpg",0,14400,0,0,1,0,"","",1
115,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0950,1.0950,1.0950,1.0140,1.0800,1.0185,1.0150,1.0250,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,341,364,415,429,406,362,333,10,10,10,10,10,10,10,"Assassins Ballpark","default_grass.jpg","default_grass.jpg",0,14600,0,0,0,0,"","",1
116,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0185,1.0250,1.0150,0.9420,0.8600,1.0850,1.0850,1.0850,20,27,38,51,62,71,76,74,65,53,38,25,3,3,3,4,4,4,3,3,3,3,3,3,11,4,322,346,380,423,375,348,316,9,9,9,9,9,9,9,"Mercenaries Ballpark","default_grass.jpg","default_grass.jpg",0,11700,0,0,0,0,"","",1
117,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0410,0.8850,1.1250,1.0720,1.1100,1.0785,1.1450,0.9550,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,311,339,372,419,385,355,319,7,7,7,7,11,15,15,"Ballpark of Chandler","default_turf.jpg","default_turf.jpg",0,11700,0,0,1,0,"","",1
118,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9885,0.9950,0.9850,1.0840,1.0800,0.9285,0.9250,0.9350,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,333,373,422,435,416,371,331,9,9,9,9,9,9,9,"49ers Ballpark","default_grass.jpg","default_grass.jpg",0,13300,0,0,0,0,"","",1
119,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0440,1.0700,0.9285,0.9250,0.9350,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,341,372,420,439,412,365,329,9,9,9,9,9,9,9,"Lookouts Ballpark","default_grass.jpg","default_grass.jpg",0,11900,0,0,0,0,"","",1
120,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,0.9800,0.9800,0.9580,1.0400,1.0070,1.0000,1.0200,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,334,364,399,429,395,357,321,9,9,9,9,9,9,9,"Copperheads Ballpark","default_grass.jpg","default_grass.jpg",0,11800,0,0,0,0,"","",1
121,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9760,1.0150,0.9550,1.0340,1.1400,0.9465,0.9150,1.0050,38,41,49,58,66,74,78,76,70,59,49,41,3,3,4,3,3,3,3,4,3,3,3,3,8,7,345,385,427,434,406,357,330,15,15,7,7,7,7,7,"Ballpark of Greensboro","default_grass.jpg","default_grass.jpg",0,10900,0,0,0,0,"","",1
122,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0130,1.0000,1.0200,1.1180,1.2800,0.9740,0.9600,1.0000,33,38,47,56,66,74,78,77,70,59,48,38,3,3,4,4,4,3,3,3,3,3,3,3,8,4,332,364,398,431,398,358,323,7,7,7,12,7,7,7,"Ballpark of Louisville","default_turf.jpg","default_turf.jpg",0,8800,0,0,1,0,"","",1
123,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0355,0.9250,1.0950,0.9720,0.8800,1.0945,1.1750,0.9450,61,63,67,72,77,81,82,83,81,75,69,63,2,3,3,3,3,5,5,6,5,3,3,2,9,7,312,339,373,421,388,358,321,6,6,9,9,9,17,17,"Maulers Ballpark","default_grass.jpg","default_grass.jpg",0,9900,0,0,0,0,"","",1
124,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9955,0.8850,1.0550,0.9720,0.9100,1.0230,1.0650,0.9450,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,320,337,379,422,386,356,320,7,7,7,7,11,15,15,"Monsters Ballpark","default_grass.jpg","default_grass.jpg",0,13300,0,0,0,0,"","",1
125,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9660,0.8750,1.0150,0.9720,0.9000,1.0420,1.1050,0.9250,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,317,343,382,425,393,358,314,9,9,9,9,13,17,17,"Ballpark of Orford","default_grass.jpg","default_grass.jpg",0,10900,0,0,0,0,"","",1
126,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0215,1.1450,0.9550,0.8820,0.9000,1.0615,0.9950,1.1850,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,333,358,386,419,369,329,321,17,17,9,9,9,6,6,"Killer Whales Stadium","default_grass.jpg","default_grass.jpg",0,13300,0,0,0,0,"","",1
127,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9250,0.9250,0.9250,0.9120,0.9100,0.9950,0.9950,0.9950,34,39,43,49,56,65,71,70,62,52,41,34,2,3,3,2,2,1,1,1,1,1,2,2,7,8,327,359,387,423,385,351,320,7,7,7,7,7,7,7,"Ballpark of Reno","default_grass.jpg","default_grass.jpg",0,8800,0,0,0,0,"","",1
128,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9485,0.9550,0.9450,0.8820,0.9000,0.9610,0.9750,0.9350,24,27,37,48,60,69,73,71,64,52,41,29,4,3,4,4,4,3,3,3,3,3,4,5,9,4,328,352,395,427,381,345,317,9,9,9,14,9,9,9,"Hitmen Ballpark","default_grass.jpg","default_grass.jpg",0,9800,0,0,0,0,"","",1
129,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9445,0.9250,0.9550,0.9420,0.9200,0.9620,0.9550,0.9750,25,26,34,45,57,66,71,69,62,51,40,30,7,7,6,5,4,4,3,3,4,4,6,7,12,1,328,356,389,421,387,345,315,10,10,10,16,10,10,10,"Kernels Ballpark","default_grass.jpg","default_grass.jpg",0,10900,0,0,0,0,"","",1
130,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9535,0.9600,0.9500,1.1100,1.2300,0.8465,0.8500,0.8400,36,40,48,57,65,74,78,76,70,58,49,40,3,3,4,3,3,3,3,3,3,3,3,3,8,8,343,385,442,444,440,380,339,9,9,9,9,9,9,9,"Ballpark of Richmond","default_grass.jpg","default_grass.jpg",0,13300,0,0,0,0,"","",1
131,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.1250,1.1250,1.1250,1.0940,1.0700,1.0750,1.0750,1.0750,36,41,48,56,65,74,78,76,69,58,45,37,2,2,2,2,3,3,3,3,3,2,2,2,14,1,333,366,402,425,397,357,329,10,10,10,10,10,10,10,"Thieves Ballpark","default_grass.jpg","default_grass.jpg",0,10900,0,0,0,0,"","",1
132,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0080,0.9300,1.0500,1.0380,1.0400,0.9805,1.0400,0.8700,26,30,40,51,61,70,74,72,65,54,42,31,4,4,4,4,4,4,3,3,3,3,4,4,10,3,326,360,392,427,409,368,322,10,10,10,16,14,18,18,"Zips Ballpark","default_grass.jpg","default_grass.jpg",0,11100,0,0,0,0,"","",1
133,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0315,1.0250,1.0350,1.0840,1.1100,0.9720,0.9650,0.9850,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,341,375,420,435,408,366,330,10,10,10,10,10,10,10,"Ballpark of Vincennes","default_grass.jpg","default_grass.jpg",0,11000,0,0,0,0,"","",1
134,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0188,1.1000,0.9750,0.9680,0.9700,1.0052,0.9650,1.0800,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,336,365,409,428,384,353,327,17,17,9,9,9,6,6,"Mercury Ballpark","default_grass.jpg","default_grass.jpg",0,9900,0,0,0,0,"","",1
135,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0665,1.0600,1.0700,1.1480,1.2900,1.0530,1.0600,1.0400,41,43,46,50,56,61,65,66,61,53,45,41,7,6,6,5,3,3,3,2,3,4,7,7,9,3,329,355,391,421,392,358,330,7,7,7,7,7,7,7,"Ballpark of Tacoma","default_turf.jpg","default_turf.jpg",0,9900,0,0,1,0,"","",1
136,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0130,1.0000,1.0200,0.9980,1.0000,1.0200,1.0200,1.0200,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,326,363,400,430,397,358,321,9,9,9,9,9,9,9,"Aggies Stadium","default_grass.jpg","default_grass.jpg",0,9800,0,0,0,0,"","",1
137,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9180,0.9050,0.9250,0.9220,0.8800,0.9585,0.9550,0.9650,39,44,47,52,58,66,73,73,66,55,44,38,5,4,4,3,3,2,2,1,2,3,4,5,5,8,328,354,395,421,385,349,319,9,9,9,9,9,9,9,"Silver Wolves Ballpark","default_grass.jpg","default_grass.jpg",0,12200,0,0,0,0,"","",1
138,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0385,1.0450,1.0350,1.0740,1.0700,0.9845,0.9950,0.9650,24,25,34,45,57,66,71,69,61,50,40,29,6,6,5,4,4,4,3,3,4,4,5,6,10,1,339,376,416,430,410,368,336,7,7,7,7,7,7,7,"Rochester Fields","default_grass.jpg","default_grass.jpg",0,13200,0,0,0,0,"","",1
139,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9795,1.0250,0.9550,1.0840,1.1000,0.9060,0.8850,0.9450,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,343,389,428,436,405,365,329,15,15,11,13,7,7,7,"Gophers Ballpark","default_grass.jpg","default_grass.jpg",0,9800,0,0,0,0,"","",1
140,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9720,0.9850,0.9650,1.1840,1.3700,0.9150,0.9150,0.9150,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,341,376,420,434,415,370,335,10,10,10,10,10,10,10,"Ballpark of Coral Hills","default_turf.jpg","default_turf.jpg",0,9800,0,0,1,0,"","",1
141,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0155,1.0350,1.0050,1.1640,1.3100,0.9680,0.9750,0.9550,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,334,371,415,436,413,370,334,7,7,7,7,7,7,7,"Howard Grounds","default_turf.jpg","default_turf.jpg",0,11000,0,0,1,0,"","",1
142,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0415,0.9050,1.1150,0.9220,0.9400,1.0850,1.1550,0.9550,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,315,335,368,421,377,351,315,9,9,9,9,13,17,17,"Marauders Ballpark","default_grass.jpg","default_grass.jpg",0,11000,0,0,0,0,"","",1
143,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0245,1.0050,1.0350,0.9220,0.8900,1.0655,1.0550,1.0850,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,327,345,380,417,380,341,323,10,10,10,10,10,10,10,"Field of the Hawkeyes","default_grass.jpg","default_grass.jpg",0,12100,0,0,0,0,"","",1
144,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0410,0.8850,1.1250,0.9320,0.9200,1.0885,1.1550,0.9650,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,322,337,371,418,386,355,322,9,9,9,12,16,20,20,"Corsairs Ballpark","default_grass.jpg","default_grass.jpg",0,9800,0,0,0,0,"","",1
145,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9430,0.9950,0.9150,0.9120,0.8600,0.9900,0.9550,1.0550,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,334,370,393,420,376,339,322,15,15,11,7,7,7,7,"San Bernardino Grounds","default_grass.jpg","default_grass.jpg",0,9900,0,0,0,0,"","",1
146,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9930,0.9800,1.0000,1.0380,1.0400,1.0165,1.0200,1.0100,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,329,364,397,426,397,353,329,10,10,10,10,10,10,10,"Ballpark of Sunrise Manor","default_grass.jpg","default_grass.jpg",0,12100,0,0,0,0,"","",1
147,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9815,0.9750,0.9850,1.1040,1.1400,0.9185,0.9150,0.9250,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,334,375,416,435,411,366,336,9,9,9,9,9,9,9,"Cannons Ballpark","default_grass.jpg","default_grass.jpg",0,12100,0,0,0,0,"","",1
148,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9600,1.0250,0.9250,1.1040,1.0500,0.9165,0.8850,0.9750,30,34,44,54,64,72,76,75,67,56,45,35,4,4,4,4,4,4,3,3,3,3,4,4,9,4,343,379,425,436,410,353,330,15,15,7,7,7,7,7,"Wild Dogs Ballpark","default_grass.jpg","default_grass.jpg",0,11000,0,0,0,0,"","",1
149,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0155,1.0350,1.0050,0.9020,0.9100,1.0815,1.0850,1.0750,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,326,346,379,417,376,347,315,10,10,10,10,10,10,10,"River Otters Ballpark","default_grass.jpg","default_grass.jpg",0,10900,0,0,0,0,"","",1
150,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0240,1.1300,0.9450,0.9450,0.9450,50,54,60,66,74,79,82,81,77,68,59,52,3,3,4,3,3,3,3,3,3,3,3,3,9,4,342,371,416,438,419,372,331,10,10,10,10,10,10,10,"Oaks Ballpark","default_grass.jpg","default_grass.jpg",0,13200,0,0,0,0,"","",1
151,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0595,1.0400,1.0700,1.0180,0.9900,1.0400,1.0400,1.0400,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,333,359,398,423,395,353,326,9,9,9,13,9,9,9,"Ballpark of Raritan","default_grass.jpg","default_grass.jpg",0,9700,0,0,0,0,"","",1
152,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0275,1.1250,0.9750,0.9420,0.8500,1.0780,1.0150,1.1950,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,335,357,392,420,366,333,322,17,17,9,9,6,6,6,"Wolves Ballpark","default_grass.jpg","default_grass.jpg",0,8800,0,0,0,0,"","",1
153,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0250,1.0250,1.0250,1.0520,1.1900,1.0755,1.0650,1.0950,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,328,345,385,414,379,342,320,9,9,9,9,9,9,9,"Sun Dogs Ballpark","default_turf.jpg","default_turf.jpg",0,10500,0,0,1,0,"","",1
154,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9585,0.9650,0.9550,1.0420,1.1300,1.0150,1.0150,1.0150,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,323,350,388,420,377,343,314,7,7,7,7,7,7,7,"Ballpark of Earlington","default_turf.jpg","default_turf.jpg",0,9700,0,0,1,0,"","",1
155,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0190,1.0450,1.0050,0.9620,0.8500,1.0620,1.0550,1.0750,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,325,352,379,422,373,339,316,9,9,9,9,9,9,9,"Ballpark of Magnolia","default_grass.jpg","default_grass.jpg",0,9700,0,0,0,0,"","",1
156,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9870,1.0000,0.9800,0.9980,1.0100,1.0065,1.0100,1.0000,36,42,51,61,69,78,84,82,74,63,50,40,2,3,3,3,3,3,3,2,3,3,3,3,10,1,331,365,405,423,398,352,330,9,9,9,9,9,9,9,"Tulsa Fields","default_grass.jpg","default_grass.jpg",0,6900,0,0,0,0,"","",1
157,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0150,1.0150,1.0150,0.8820,0.9400,1.0750,1.0750,1.0750,40,42,49,57,66,75,79,77,72,61,52,44,3,3,4,3,3,3,3,3,3,3,3,3,11,7,327,345,382,418,371,346,315,9,9,9,13,9,9,9,"Gaels Ballpark","default_grass.jpg","default_grass.jpg",0,7800,0,0,0,0,"","",1
158,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9185,0.9250,0.9150,0.9720,0.9400,0.9620,0.9550,0.9750,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,325,355,388,423,383,346,317,7,7,7,7,7,7,7,"Two Rivers Grounds","default_grass.jpg","default_grass.jpg",0,8800,0,0,0,0,"","",1
159,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9585,0.9000,0.9900,1.0180,0.9600,0.9410,0.9900,0.8500,46,51,55,60,67,73,77,77,73,65,53,45,3,3,3,2,1,0,0,0,0,1,3,3,8,8,325,360,402,427,412,370,330,9,9,9,14,9,17,17,"Longhorns Ballpark","default_grass.jpg","default_grass.jpg",0,8800,0,0,0,0,"","",1
160,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9885,0.9950,0.9850,1.0940,1.0600,0.9115,0.9150,0.9050,16,23,35,48,60,70,74,71,63,50,35,22,3,3,3,3,4,4,3,3,3,3,3,3,11,4,335,377,418,438,420,370,330,9,9,9,9,9,9,9,"Ballpark of Waterloo","default_grass.jpg","default_grass.jpg",0,7900,0,0,0,0,"","",1
161,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0685,1.0750,1.0650,1.0740,1.0800,1.0385,1.0350,1.0450,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,336,366,410,430,405,364,336,9,9,9,9,9,9,9,"Moose Stadium","default_grass.jpg","default_grass.jpg",0,8800,0,0,0,0,"","",1
162,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0170,1.0300,1.0100,1.1080,1.2600,0.9700,0.9700,0.9700,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,335,366,397,431,394,355,324,9,9,9,14,9,9,9,"Ballpark of McFarland","default_turf.jpg","default_turf.jpg",0,8800,0,0,1,0,"","",1
163,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0310,1.0050,1.0450,1.2540,1.3300,0.9745,0.9850,0.9550,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,336,370,411,436,413,371,329,7,7,7,7,7,7,7,"Jayhawks Ballpark","default_turf.jpg","default_turf.jpg",0,9700,0,0,1,0,"","",1
164,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0385,1.0450,1.0350,0.9620,0.8700,1.0615,1.0650,1.0550,26,29,34,42,51,62,68,66,57,45,33,27,2,3,3,3,4,4,3,3,3,2,3,2,13,1,325,348,383,419,373,343,322,7,7,7,7,7,7,7,"Black Bears Ballpark","default_grass.jpg","default_grass.jpg",0,7800,0,0,0,0,"","",1
165,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0095,0.9900,1.0200,0.9980,1.0300,0.9930,1.0000,0.9800,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,329,366,399,425,399,360,321,7,7,7,7,7,7,7,"Lone Stars Ballpark","default_grass.jpg","default_grass.jpg",0,9700,0,0,0,0,"","",1
166,0,0,331,377,134,379,429,229,89,329,267,325,0,261,238,411,341,50,156,52,249,440,0,339,429,293,241,283,231,183,185,198,1.0000,1.0000,1.0000,0.9900,0.9500,0.9370,0.9300,0.9500,30,35,46,57,67,76,80,78,70,58,45,34,3,3,4,4,3,3,3,3,3,3,3,3,10,6,336,355,375,400,375,355,335,8,8,8,8,8,8,8,"Busch Stadium","busch_stadium_d.webp","busch_stadium_n.webp",0,46861,0,0,0,0,"./busch_stadium/","busch_stadium.pod",1
167,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0030,0.9900,1.0100,1.0080,1.0000,0.9970,0.9900,1.0100,47,50,58,64,72,79,82,81,76,66,57,49,3,3,3,3,3,3,3,4,3,2,3,3,7,8,332,359,401,431,399,355,327,10,10,10,10,10,10,10,"Hooks Ballpark","default_grass.jpg","default_grass.jpg",0,10600,0,0,0,0,"","",1
168,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0155,1.0350,1.0050,1.0920,1.1600,1.0550,1.0550,1.0550,29,35,43,50,59,69,77,76,65,53,40,30,3,3,3,3,3,2,2,2,2,2,3,3,9,3,324,350,385,417,371,348,322,9,9,9,9,9,9,9,"Ballpark of Salt Lake City","default_turf.jpg","default_turf.jpg",0,8700,0,0,1,0,"","",1
169,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9607,1.0550,0.9100,0.9720,0.9300,1.0302,0.9900,1.1050,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,331,362,397,423,372,337,319,18,18,14,10,10,10,10,"Warcats Stadium","default_grass.jpg","default_grass.jpg",0,10600,0,0,0,0,"","",1
